is_incumbent,cycle ,not_seeking_reelection,other_office_sought ,other_fec_id ,name,pty ,party ,fec_id ,pcc ,election_year,state,office,office_district,term_class,total_receipts,total_contributions,total_disbursements,outstanding_loans,cash_on_hand,cash_on_hand_date,total_independent_expenditures,independent_expenditures_supporting,independent_expenditures_opposing
False,2016,False,,,"DAGGETT, DOUGLAS JAMES",REP,R,H4MN05071,C00563205,2016,MN,H,05,,67.02,67.00,818.36,0.00,1794.40,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"JINDAL, BOBBY",REP,R,P60008398,C00580159,2016,US,P,00,,578758.51,573758.51,65043.87,0.00,513714.64,2015-06-30,994942.80,994942.80,0.00
False,2016,False,,,"LYNCH, MATT",REP,R,H4OH14110,C00556720,2016,OH,H,14,,57883.00,57883.00,57883.00,0.00,0.00,2015-07-18,0.00,0.00,0.00
False,2016,False,,,"SPALDING, CARLA ARLENE",UNK,,H6FL18121,,2016,FL,H,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"WELCH, PETER",DEM,D,H6VT00160,C00413179,2016,VT,H,00,,212509.61,42127.00,89813.60,0.00,1812271.28,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"STEVENS, JESSE LEE MR.",NPA,,P60008141,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"MEEHAN, PATRICK L. MR.",REP,R,H0PA07082,C00466870,2016,PA,H,07,,628240.43,177814.00,291527.47,0.00,2007915.33,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"PEARSON, CECIL WELDON JR",DEM,D,S6KY00096,C00549915,2016,KY,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"SESSIONS, PETE MR.",REP,R,H2TX03126,C00303305,2016,TX,H,32,,413131.46,195481.00,266066.08,0.00,817741.81,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"PEULER, MICHAEL HENRY",IND,,P60009727,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DUTTON, KRISTI FREELAND",DEM,D,P60005212,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FIORINA, CARLY",REP,R,P60007242,C00577312,2016,US,P,00,,1704703.74,1704202.35,714044.94,0.00,990658.80,2015-06-30,25709.13,25709.13,0.00
False,2016,False,,,"CAISSIE, GARY DAVID",REP,R,P60007135,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"THE ELF, BUDDY",W,,P60009669,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"BYRNE, BRADLEY ROBERTS",REP,R,H4AL01123,C00545673,2016,AL,H,01,,193271.77,48621.77,138223.11,0.00,306647.50,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"COBURN, DAVIN",OTH,,P60009289,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MARTIN, JAMES RAY",REP,R,P60008505,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"SANFORD, MARSHALL C. HON.",REP,R,H4SC01073,C00285254,2016,SC,H,01,,175420.62,132347.00,39313.05,0.00,640444.61,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"GILMORE III, JAMES STUART",REP,R,P60009271,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WILLIAMS, ELAINE WHIGHAM",DEM,D,P60005204,C00558999,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"ADAMS, ALMA SHEALEY",DEM,D,H4NC12100,C00546358,2016,NC,H,12,,107190.94,23773.24,67902.28,0.00,62380.11,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"GRISKIE, CHRISTIN NOEL",REP,R,P20002986,C00497552,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"CINCOTTA, CHRISTOPHER JOHN",IND,,P60006145,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"LOEBSACK, DAVID WAYNE",DEM,D,H6IA02146,C00414318,2016,IA,H,02,,381551.59,127403.58,126712.40,0.00,288308.47,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"DUTTER, MARK JOSEPH",IND,,P60005105,C00554790,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SMITH, DARRYL JOHN MR.",REP,R,P60009412,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"LUJAN GRISHAM, MICHELLE",DEM,D,H8NM01257,C00501254,2016,NM,H,01,,512348.25,284586.66,186600.25,0.00,509200.74,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"CADIEN, TAWANA W.",DEM,D,H2TX10113,C00523902,2016,TX,H,10,,0.00,0.00,62.85,31243.37,760.86,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"GIBSON, CHRISTOPHER P",REP,R,H0NY20095,C00477984,2016,NY,H,19,,15.00,15.00,103111.14,0.00,104235.87,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"RAB, AEJAZ (RAJI)",DEM,D,H4CA30123,C00581058,2016,CA,H,30,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"DUNCAN, JEFFREY D MR.",REP,R,H0SC03077,C00460550,2016,SC,H,03,,94562.00,39827.00,105426.50,0.00,151399.75,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"CLEMENTS, THOMAS PATRICK",REP,R,S4LA00149,C00559880,2016,LA,S,00,3,0.00,0.00,0.00,0.00,-10802.75,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"DRISKELL, GRETCHEN",DEM,D,H6MI07223,C00572859,2016,MI,H,07,,379912.53,314413.53,85043.66,60000.00,294868.87,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"TAKANO, MARK",DEM,D,H2CA43245,C00498667,2016,CA,H,41,,231415.80,180953.56,114571.76,0.00,156776.88,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"ARMSTRONG, BRANDON CHRISTINA",REP,R,S4SC00232,C00519041,2016,SC,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WEBB, JOHN E",REP,R,H4MO04138,C00565523,2016,MO,H,04,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SITTENFELD, P G",DEM,D,S6OH00247,C00571737,2016,OH,S,00,3,1029180.00,1029154.00,304415.00,0.00,724764.00,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"CAPPS, LOIS G",DEM,D,H8CA22089,C00331389,2016,CA,H,24,,36341.20,2702.98,71192.33,0.00,108714.57,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"CRUZ, RAFAEL EDWARD ""TED""",REP,R,P60006111,C00574624,2016,US,P,00,,14349160.55,4055767.53,5821564.62,618006.57,8527595.93,2015-06-30,105534.96,105534.96,0.00
False,2016,False,,,"VILLARREAL, RUBEN OSCAR MR.",REP,R,H6TX15147,C00579029,2016,TX,H,15,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MARTINX, ANDY",REP,R,P60008943,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BOLAR, SHELIA MARIAH",IND,,P60005550,C00570077,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"MCSALLY, MARTHA E. MS.",REP,R,H2AZ08102,C00512236,2016,AZ,H,02,,1693029.04,1149831.32,731867.84,23500.00,1431655.12,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"DIONISIO, ROBERT MR.",IND,,P60009347,C00582445,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"BABIN, BRIAN",REP,R,H6TX02079,C00553859,2016,TX,H,36,,252053.15,131577.62,98514.21,67000.00,300098.06,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"REED, ROBERT J MR",OTH,,P60009081,C00581629,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SCHROEDER, WILL DR",DEM,D,H6IL10143,,2016,IL,H,10,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"CASTRO, JOAQUIN REP.",DEM,D,H2TX35011,C00497933,2016,TX,H,20,,290984.26,167837.45,243726.49,0.00,307816.62,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"FASO, JOHN J. MR.",REP,R,H6NY19169,C00580415,2016,NY,H,19,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ZEIGER, CHUCK",NNE,,P60004850,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LAUREL-SMITH, ABBEY",REP,R,P60005998,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"BOST, MICHAEL",REP,R,H4IL12060,C00546499,2016,IL,H,12,,733684.89,349002.91,194013.69,55964.15,566965.25,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"BAIRD, DUSTIN ALAN",W,,P60009602,C00582932,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LAROSE, JOSUE",REP,R,P60004777,C00457978,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"FARENTHOLD, RANDOLPH BLAKE",REP,R,H0TX27061,C00473736,2016,TX,H,27,,340739.50,194161.31,211587.50,17294.57,176153.17,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"GRIMSLEY, WARREN GRIZZ",GRE,,H6IL05168,C00582155,2016,IL,H,05,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"BASS, KAREN",DEM,D,H0CA33117,C00476523,2016,CA,H,37,,145193.09,63188.09,139691.34,77.26,281679.22,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"POLIQUIN, BRUCE L",REP,R,H4ME02234,C00518654,2016,ME,H,02,,1081204.42,625409.11,142785.40,248000.00,947092.99,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"SWALWELL, ERIC MICHAEL",DEM,D,H2CA15094,C00502294,2016,CA,H,15,,619250.80,393470.57,361599.63,0.00,655155.98,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"VAN ALLEN, HAROLD WILLIAM",NBC,,P60007713,C00576603,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"ISRAEL, STEVE J.",DEM,D,H0NY02085,C00358952,2016,NY,H,03,,860133.67,599694.78,701224.17,0.00,826448.58,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"ALBERTSON, STEWART",DEM,D,S6CA00618,C00573220,2016,CA,S,00,3,30949.00,20949.00,30949.00,1098.00,0.00,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"BIZGA, JOHN CARL",REP,R,P60007218,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DEEB, GREGORY PATRICK",REP,R,H6TX27084,,2016,TX,H,27,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"POSEY, BILL",REP,R,H8FL15107,C00444968,2016,FL,H,08,,75803.86,33030.00,147114.83,0.00,270919.71,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"FRANCO, RICHARD ALAN MR.",DEM,D,P60009537,C00582908,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LI, LINDY",DEM,D,H6PA07113,C00576926,2016,PA,H,07,,128235.24,128235.24,2525.00,0.00,125710.24,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"NOLAND, MICHAEL",DEM,D,H6IL08162,C00575472,2016,IL,H,08,,64515.55,55915.55,2928.30,0.00,61587.25,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"PETER, RICHARD",REP,R,P60005634,C00570184,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PERRY, DARRYL W",LIB,,P60004868,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MORCOM, PERRY WAYNE",IND,,P60008448,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HALL, ISADORE III",DEM,D,H2CA35100,C00497859,2016,CA,H,44,,369107.65,275509.32,13497.94,27536.14,422718.34,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"DUNN, NEAL PATRICK MD, FACS",REP,R,H6FL02208,C00582304,2016,FL,H,02,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FAAS, SOURAYA",IND,,P60007176,C00577106,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"FRELINGHUYSEN, RODNEY P.",REP,R,H2NJ05014,C00299404,2016,NJ,H,11,,466956.13,275711.00,240942.69,0.00,373255.02,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"OATMAN, MICHAEL REVEREND",IND,,P60006608,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HUBER, FRANK STEVEN DAVID II",IAP,,P60008901,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BARRAGAN, NANETTE",DEM,D,H6CA44103,C00577353,2016,CA,H,44,,165120.17,137144.16,15739.83,2791.00,149380.34,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"DAVIES, AARON",IND,,H6OK02225,C00573196,2016,OK,H,02,,441.73,325.00,253.46,0.00,188.27,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"BARRINGER, ADAM",REP,R,H6FL06100,C00578971,2016,FL,H,06,,126142.61,125816.00,1455.39,0.00,124687.22,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"HOWARD, FRANK",REP,R,H6MD06204,C00581611,2016,MD,H,06,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"RONDEAU, DON LARANCE",IND,,P60005337,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SANTARSIERO, STEVEN J",DEM,D,H6PA08228,C00571455,2016,PA,H,08,,377673.54,253778.27,94820.87,40000.00,282852.67,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"BLACKBURN, MARSHA MRS.",REP,R,H2TN06030,C00376939,2016,TN,H,07,,492342.52,178692.12,299275.29,7402.28,2055695.04,2015-06-30,328.00,328.00,0.00
True,2016,False,,,"LATTA, ROBERT EDWARD MR",REP,R,H8OH05036,C00438697,2016,OH,H,05,,151013.38,52415.77,93669.44,0.00,550222.92,2015-06-30,4.30,4.30,0.00
False,2016,False,,,"KASICH, JOHN R",REP,R,P60003670,C00581876,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,825129.24,825129.24,0.00
False,2016,False,,,"WALKER, SCOTT",NNE,,P60006046,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,140921.90,140921.90,0.00
False,2016,False,,,"MCCOIG, NICOLE",OTH,,P60009693,,2015,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ATKINSON, JACQUIE",REP,R,H6CA52114,C00576140,2016,CA,H,52,,40465.37,40365.00,20388.13,0.00,20077.24,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"GILMORE, JAMES STUART III",REP,R,P60009255,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"SLAUGHTER, LOUISE M",DEM,D,H6NY03031,C00213611,2016,NY,H,25,,320859.79,148345.88,95846.46,0.00,565356.80,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"RICE, TOM",REP,R,H2SC07066,C00506048,2016,SC,H,07,,178723.50,111173.90,221636.97,0.00,335322.45,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"ROBERTSON, TERRY",REP,R,H6OH07119,C00572149,2016,OH,H,07,,664.62,250.00,214.62,0.00,450.00,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"JONES, DANNY ROYCE MR. SR.",REP,R,P60006202,,2015,US,P,00,,0.00,0.00,0.00,0.00,0.00,2015-06-30,0.00,0.00,0.00
True,2016,False,,,"CRAMER, KEVIN MR.",REP,R,H0ND01026,C00504704,2016,ND,H,00,,284711.84,72639.84,93538.99,0.00,212070.81,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"DOYLE, MIKE",DEM,D,H6PA14184,C00290064,2016,PA,H,14,,120887.13,13218.00,111813.71,0.00,219605.00,2015-06-30,0.00,0.00,0.00
False,2016,False,,,"HENDRIX, DAVID QUINN",IND,,P60005006,C00551994,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"STANLEY, RICHARD W",DEM,D,S6NH00083,C00506014,2016,NH,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
